epoch,step,train_acc,train_f1,train_loss
0,0,0.5047599077224731,0.06413765996694565,0.7019778490066528
0,1,0.539114236831665,0.058350950479507446,0.6911085247993469
0,2,0.5860927104949951,0.07578558474779129,0.6794384121894836
0,3,0.6192052960395813,0.07258064299821854,0.6666871905326843
0,4,0.6589403748512268,0.07207207381725311,0.6540829539299011
0,5,0.7030215263366699,0.08189379423856735,0.6425415873527527
0,6,0.7243377566337585,0.08891928941011429,0.6278637647628784
0,7,0.7560016512870789,0.0909791812300682,0.6176861524581909
0,8,0.7742135524749756,0.09310058504343033,0.6048281788825989
0,9,0.8015314340591431,0.10624417662620544,0.5956246852874756
0,10,0.8257450461387634,0.12655602395534515,0.582014262676239
0,11,0.8406456708908081,0.13870246708393097,0.5685523748397827
0,12,0.8675496578216553,0.15789473056793213,0.5538812279701233
0,13,0.8762417435646057,0.1717451512813568,0.5374446511268616
0,14,0.8888658881187439,0.19248120486736298,0.5270540714263916
0,15,0.8975579738616943,0.19512194395065308,0.5121795535087585
0,16,0.9058361053466797,0.19182948768138885,0.4987080693244934
0,17,0.9180463552474976,0.2235294133424759,0.4855342507362366
0,18,0.9290149211883545,0.26236557960510254,0.4680180251598358
0,19,0.9335678815841675,0.2586604952812195,0.44547802209854126
0,20,0.9432947039604187,0.3080808222293854,0.42954131960868835
0,21,0.9443294405937195,0.27100270986557007,0.42023566365242004
0,22,0.9528145790100098,0.3448275923728943,0.40412646532058716
0,23,0.9592301249504089,0.38629284501075745,0.3930509090423584
0,24,0.9590231776237488,0.3529411852359772,0.3699049651622772
0,25,0.9586092829704285,0.36305731534957886,0.3702642619609833
0,26,0.9633691906929016,0.39175257086753845,0.3403306007385254
0,27,0.9650248289108276,0.38989168405532837,0.3123854100704193
0,28,0.9697847962379456,0.4469696879386902,0.30966952443122864
0,29,0.9699917435646057,0.4569288492202759,0.29523226618766785
0,30,0.9677152037620544,0.3858267664909363,0.2754921317100525
0,31,0.9724751710891724,0.4615384638309479,0.2509860694408417
0,32,0.9681291580200195,0.3840000033378601,0.24862660467624664
0,33,0.9699917435646057,0.41767069697380066,0.23485837876796722
0,34,0.9693708419799805,0.3983739912509918,0.2242797166109085
0,35,0.9737169146537781,0.47736626863479614,0.21565158665180206
0,36,0.9722682237625122,0.45528456568717957,0.20560447871685028
0,37,0.9685430526733398,0.37704917788505554,0.19344018399715424
0,38,0.972061276435852,0.43983402848243713,0.18434838950634003
0,39,0.9693708419799805,0.39344263076782227,0.17759057879447937
0,40,0.9741308093070984,0.4855967164039612,0.17033006250858307
0,41,0.971647322177887,0.44534412026405334,0.16208411753177643
0,42,0.9679222106933594,0.36734694242477417,0.16253934800624847
0,43,0.9683361053466797,0.37037035822868347,0.15010979771614075
0,44,0.9722682237625122,0.417391300201416,0.13829515874385834
0,45,0.9689569473266602,0.3589743673801422,0.13481657207012177
0,46,0.9724751710891724,0.45267489552497864,0.13143180310726166
0,47,0.9714403748512268,0.4051724076271057,0.1288863867521286
0,48,0.9747516512870789,0.4830508530139923,0.12411420792341232
0,49,0.9745447039604187,0.4938271641731262,0.12569685280323029
0,50,0.9710264801979065,0.3965517282485962,0.12064296007156372
0,51,0.973302960395813,0.4556961953639984,0.12017729133367538
0,52,0.9712334275245667,0.42323651909828186,0.11478926986455917
0,53,0.974958598613739,0.48945146799087524,0.10878629982471466
0,54,0.9706125855445862,0.38260868191719055,0.10468599200248718
0,55,0.9679222106933594,0.3231441080570221,0.11033844947814941
0,56,0.9737169146537781,0.4686192572116852,0.10370267182588577
0,57,0.971647322177887,0.4170212745666504,0.10293044149875641
0,58,0.9697847962379456,0.3813559412956238,0.10735031962394714
0,59,0.9726821184158325,0.44999998807907104,0.10344569385051727
0,60,0.9728890657424927,0.44255319237709045,0.10214207321405411
0,61,0.9722682237625122,0.40707963705062866,0.09591544419527054
0,62,0.9722682237625122,0.42241379618644714,0.10220297425985336
0,63,0.970405638217926,0.3914893567562103,0.09725231677293777
0,64,0.9730960130691528,0.44915252923965454,0.09757423400878906
0,65,0.9728890657424927,0.44255319237709045,0.10018445551395416
0,66,0.971647322177887,0.41201716661453247,0.09587764739990234
0,67,0.9689569473266602,0.3644067943096161,0.099931500852108
0,68,0.970405638217926,0.4066390097141266,0.09777989983558655
0,69,0.9755794405937195,0.5,0.0921964943408966
0,70,0.9695777893066406,0.395061731338501,0.09560469537973404
0,71,0.9681291580200195,0.3529411852359772,0.10213315486907959
0,72,0.9708195328712463,0.4000000059604645,0.09440172463655472
0,73,0.9701986908912659,0.38461539149284363,0.09582175314426422
0,74,0.96875,0.3628692030906677,0.0976829081773758
0,75,0.9753724932670593,0.49789029359817505,0.09064669907093048
0,76,0.9737169146537781,0.44052863121032715,0.0913769081234932
0,77,0.9693708419799805,0.3211009204387665,0.08823061734437943
0,78,0.9722682237625122,0.3963963985443115,0.09081678092479706
0,79,0.9699917435646057,0.35555556416511536,0.09098992496728897
