epoch,step,test_acc,test_f1,test_loss,train_acc,train_f1,train_loss,val_acc,val_f1,val_loss
0,0,,,,0.5138658881187439,0.05090909078717232,0.6941932439804077,,,
0,1,,,,0.5513244867324829,0.04577464610338211,0.6831095814704895,,,
0,2,,,,0.5873344540596008,0.06120527163147926,0.6712392568588257,,,
0,3,,,,0.6252069473266602,0.05331939458847046,0.6608827114105225,,,
0,4,,,,0.6597682237625122,0.05949656665325165,0.6516108512878418,,,
0,5,,,,0.7026076316833496,0.058939095586538315,0.6392434239387512,,,
0,6,,,,0.7396523356437683,0.061194028705358505,0.6277498006820679,,,
0,7,,,,0.7675910592079163,0.04911092296242714,0.6157911419868469,,,
0,8,,,,0.8054635524749756,0.06930693238973618,0.6007757782936096,,,
0,9,,,,0.8342301249504089,0.08665906637907028,0.5920665860176086,,,
0,10,,,,0.8543046116828918,0.09278350323438644,0.576930046081543,,,
0,11,,,,0.8793460130691528,0.10719755291938782,0.5702242255210876,,,
0,12,,,,0.9004552960395813,0.14260248839855194,0.5507280230522156,,,
0,13,,,,0.9147350788116455,0.12711864709854126,0.5438494086265564,,,
0,14,,,,0.9279801249504089,0.11675126850605011,0.5259644389152527,,,
0,15,,,,0.9399834275245667,0.1944444477558136,0.5116192102432251,,,
0,16,,,,0.9478476643562317,0.23170731961727142,0.4937920868396759,,,
0,17,,,,0.9528145790100098,0.23999999463558197,0.4800699055194855,,,
0,18,,,,0.9621275067329407,0.29343628883361816,0.4607773721218109,,,
0,19,,,,0.9606788158416748,0.26923078298568726,0.4480630159378052,,,
0,20,,,,0.9617135524749756,0.2510121464729309,0.4336812198162079,,,
0,21,,,,0.9635761380195618,0.30158731341362,0.42127904295921326,,,
0,22,,,,0.9664735198020935,0.3414634168148041,0.3967207074165344,,,
0,23,,,,0.9660596251487732,0.35433071851730347,0.3828321397304535,,,
0,24,,,,0.96875,0.3628692030906677,0.3676982522010803,,,
0,25,,,,0.9683361053466797,0.35983264446258545,0.3576241731643677,,,
0,26,,,,0.971647322177887,0.41201716661453247,0.3349517285823822,,,
0,27,,,,0.9714403748512268,0.4390243887901306,0.3172321915626526,,,
0,28,,,,0.9697847962379456,0.40163934230804443,0.3094683587551117,,,
0,29,,,,0.9683361053466797,0.3651452362537384,0.2851792871952057,,,
0,30,,,,0.971647322177887,0.44081631302833557,0.2861054837703705,,,
0,31,,,,0.9714403748512268,0.4344262182712555,0.2664024531841278,,,
0,32,,,,0.9710264801979065,0.4399999976158142,0.25134268403053284,,,
0,33,,,,0.9737169146537781,0.48995983600616455,0.23713411390781403,,,
0,34,,,,0.9735099077224731,0.4920634925365448,0.2282526195049286,,,
0,35,,,,0.9730960130691528,0.4841269850730896,0.2049349993467331,,,
0,36,,,,0.96875,0.40784314274787903,0.2057620882987976,,,
0,37,,,,0.972061276435852,0.47058823704719543,0.1891503781080246,,,
0,38,,,,0.9714403748512268,0.4566929042339325,0.18403829634189606,,,
0,39,,,,0.9662665724754333,0.3607843220233917,0.1751069873571396,,,
0,40,,,,0.9712334275245667,0.4591439664363861,0.1654181033372879,,,
0,41,,,,0.9706125855445862,0.4453125,0.16225582361221313,,,
0,42,,,,0.9741308093070984,0.5136186480522156,0.1466193050146103,,,
0,43,,,,0.9722682237625122,0.4765625,0.14557020366191864,,,
0,44,,,,0.971647322177887,0.4584980309009552,0.14082786440849304,,,
0,45,,,,0.9706125855445862,0.4453125,0.1353003829717636,,,
0,46,,,,0.9668874144554138,0.375,0.13742761313915253,,,
0,47,,,,0.9714403748512268,0.4566929042339325,0.12575091421604156,,,
0,48,,,,0.9726821184158325,0.4803149700164795,0.1370193064212799,,,
0,49,,,,0.9737169146537781,0.4940239191055298,0.12576857209205627,,,
0,50,,,,0.9710264801979065,0.45736435055732727,0.12198880314826965,,,
0,51,,,,0.971647322177887,0.4584980309009552,0.11407382041215897,,,
0,52,,,,0.9701986908912659,0.4330708682537079,0.11644057929515839,,,
0,53,,,,0.9701986908912659,0.4375,0.11688752472400665,,,
0,54,,,,0.9695777893066406,0.40963855385780334,0.11137405037879944,,,
0,55,,,,0.9730960130691528,0.4881889820098877,0.10846662521362305,,,
0,56,,,,0.9728890657424927,0.4780876636505127,0.10337050259113312,,,
0,57,,,,0.9691638946533203,0.4110671877861023,0.11176405847072601,,,
0,58,,,,0.9706125855445862,0.4365079402923584,0.10156554728746414,,,
0,59,,,,0.967094361782074,0.3764705955982208,0.1045779213309288,,,
0,60,,,,0.9718543291091919,0.4560000002384186,0.10532771050930023,,,
