epoch,step,train_acc,train_f1,train_loss,val_acc,val_f1,val_loss
0,0,0.5033885836601257,0.04696531966328621,0.6977008581161499,,,
0,1,0.5446159839630127,0.0412207692861557,0.6848104000091553,,,
0,2,0.5961973071098328,0.0479360856115818,0.6723849773406982,,,
0,3,0.6368599534034729,0.058565154671669006,0.6575306057929993,,,
0,4,0.6686747074127197,0.04243743047118187,0.6484171748161316,,,
0,5,0.6997364163398743,0.04319136217236519,0.6348363757133484,,,
0,6,0.7300451993942261,0.0427236333489418,0.6262106895446777,,,
0,7,0.7701430916786194,0.049805447459220886,0.610988974571228,,,
0,8,0.8036521077156067,0.08267370611429214,0.5981084108352661,,,
0,9,0.822477400302887,0.06726013869047165,0.5830426216125488,,,
0,10,0.8365963697433472,0.0746268630027771,0.5748708844184875,,,
0,11,0.8637048006057739,0.07653061300516129,0.5560613870620728,,,
0,12,0.8763177990913391,0.09876543283462524,0.5457310080528259,,,
0,13,0.8868599534034729,0.09624060243368149,0.5357092022895813,,,
0,14,0.9058734774589539,0.10394265502691269,0.5167981386184692,,,
0,15,0.915286123752594,0.12790697813034058,0.5024269223213196,,,
0,16,0.9267695546150208,0.10574712604284286,0.47776567935943604,,,
0,17,0.9316641688346863,0.10810811072587967,0.4827108085155487,,,
0,18,0.9437123537063599,0.14814814925193787,0.4531252980232239,,,
0,19,0.9538779854774475,0.1860465109348297,0.4432732164859772,,,
0,20,0.9617846608161926,0.2339622676372528,0.41869279742240906,,,
0,21,0.9629141688346863,0.19591836631298065,0.413496196269989,,,
0,22,0.9676204919815063,0.25217390060424805,0.3852206766605377,,,
0,23,0.9664909839630127,0.19819819927215576,0.3740328848361969,,,
0,24,0.969691276550293,0.2511627972126007,0.3592207431793213,,,
0,25,0.9727033376693726,0.2857142984867096,0.33892276883125305,,,
0,26,0.9732680916786194,0.28282827138900757,0.3282364308834076,,,
0,27,0.9721385836601257,0.2448979616165161,0.2985527515411377,,,
0,28,0.9732680916786194,0.2680412232875824,0.3086107075214386,,,
0,29,0.975338876247406,0.34170854091644287,0.2810101807117462,,,
0,30,0.9738328456878662,0.27979275584220886,0.26819196343421936,,,
0,31,0.9757153391838074,0.35820895433425903,0.24644023180007935,,,
0,32,0.9738328456878662,0.30150753259658813,0.242835134267807,,,
0,33,0.9730798006057739,0.29556649923324585,0.23707540333271027,,,
0,34,0.9762800931930542,0.38235294818878174,0.21929123997688293,,,
0,35,0.9736445546150208,0.27835050225257874,0.20763017237186432,,,
0,36,0.9749623537063599,0.3316583037376404,0.19596923887729645,,,
0,37,0.974397599697113,0.33980581164360046,0.1870100200176239,,,
0,38,0.969691276550293,0.2222222238779068,0.18696196377277374,,,
0,39,0.9745858311653137,0.3661971688270569,0.17497757077217102,,,
0,40,0.9742093086242676,0.3507108986377716,0.15801580250263214,,,
0,41,0.974397599697113,0.3333333432674408,0.1446186900138855,,,
0,42,0.9755271077156067,0.375,0.14727793633937836,,,
0,43,0.9751505851745605,0.37142857909202576,0.1356068253517151,,,
0,44,0.9728915691375732,0.3142857253551483,0.13868717849254608,,,
0,45,0.9719502925872803,0.3004694879055023,0.13048362731933594,,,
0,46,0.9749623537063599,0.3755868673324585,0.12005745619535446,,,
0,47,0.9757153391838074,0.39436620473861694,0.12432903051376343,,,
0,48,0.9728915691375732,0.3207547068595886,0.1222209632396698,,,
0,49,0.9740210771560669,0.37272727489471436,0.11873279511928558,,,
0,50,0.9751505851745605,0.3888888955116272,0.11215586215257645,,,
0,51,0.9736445546150208,0.3636363744735718,0.10970330983400345,,,
0,52,0.9721385836601257,0.30841121077537537,0.11024318635463715,,,
0,53,0.9725150465965271,0.32407405972480774,0.1078588142991066,,,
0,54,0.9749623537063599,0.39269405603408813,0.1010424792766571,,,
0,55,0.9715737700462341,0.3041474521160126,0.10598234832286835,,,
0,56,0.9728915691375732,0.3333333432674408,0.10242296010255814,,,
0,57,0.9747741222381592,0.3679245412349701,0.10201779007911682,,,
0,58,0.9759036302566528,0.40740740299224854,0.10063564032316208,,,
0,59,0.9717620611190796,0.2924528419971466,0.09713548421859741,,,
0,60,0.9732680916786194,0.32380953431129456,0.09681662172079086,,,
0,61,0.9757153391838074,0.3707317113876343,0.09776821732521057,,,
0,62,0.9742093086242676,0.3444976210594177,0.09280886501073837,,,
0,63,0.975338876247406,0.3671497702598572,0.0946207121014595,,,
0,64,0.9728915691375732,0.3009708821773529,0.09260494261980057,,,
0,65,0.9717620611190796,0.2647058963775635,0.09551931172609329,,,
0,66,0.9747741222381592,0.37383177876472473,0.08997339755296707,,,
0,67,0.9772213697433472,0.42105263471603394,0.09158962965011597,,,
0,68,0.9730798006057739,0.2885572016239166,0.08962064236402512,,,
0,69,0.9738328456878662,0.35348838567733765,0.09001676738262177,,,
0,70,0.9745858311653137,0.3835616409778595,0.09160931408405304,,,
0,71,0.9751505851745605,0.4000000059604645,0.08516411483287811,,,
0,72,0.975338876247406,0.4018264710903168,0.08435501903295517,,,
0,73,0.9762800931930542,0.4272727370262146,0.08618029206991196,,,
0,74,0.9740210771560669,0.35514017939567566,0.08660520613193512,,,
0,75,0.9745858311653137,0.42060086131095886,0.08634307980537415,,,
0,76,0.9730798006057739,0.380952388048172,0.09135477244853973,,,
0,77,0.9772213697433472,0.471615731716156,0.08534116297960281,,,
0,78,0.9759036302566528,0.4385964870452881,0.09216496348381042,,,
0,79,0.9732680916786194,0.3660714328289032,0.0926092267036438,,,
0,80,0.9772213697433472,0.4761904776096344,0.08523258566856384,,,
0,81,0.9755271077156067,0.4196428656578064,0.08481317013502121,,,
0,82,0.978727400302887,0.4977777898311615,0.078093022108078,,,
0,83,0.9766566157341003,0.45614033937454224,0.08285222202539444,,,
0,84,0.9738328456878662,0.4034334719181061,0.0873785987496376,,,
0,85,0.9755271077156067,0.429824560880661,0.08900192379951477,,,
0,86,0.9764683842658997,0.4292237460613251,0.08037211000919342,,,
0,87,0.9779744148254395,0.4890829622745514,0.08111833035945892,,,
0,88,0.9749623537063599,0.40888887643814087,0.08475109934806824,,,
0,89,0.9757153391838074,0.4055299460887909,0.08266498148441315,,,
0,90,0.9734563231468201,0.3561643958091736,0.09109143912792206,,,
0,91,0.9759036302566528,0.4234234094619751,0.08725371956825256,,,
0,92,0.9745858311653137,0.40528634190559387,0.08064331859350204,,,
0,93,0.9764683842658997,0.41860464215278625,0.08214448392391205,,,
0,94,0.9749623537063599,0.3870967626571655,0.08679545670747757,,,
0,95,0.9730798006057739,0.35874438285827637,0.08680431544780731,,,
0,96,0.9774096608161926,0.4690265357494354,0.0775468721985817,,,
0,97,0.9762800931930542,0.4220183491706848,0.08308912813663483,,,
0,98,0.9760918617248535,0.40930232405662537,0.08077546209096909,,,
0,99,0.9742093086242676,0.38009050488471985,0.08354531228542328,,,
0,100,0.9774096608161926,0.44954127073287964,0.0755784884095192,,,
0,101,0.9774096608161926,0.4545454680919647,0.08137955516576767,,,
0,102,0.9760918617248535,0.42533937096595764,0.08567117899656296,,,
0,103,0.9770331382751465,0.4649122953414917,0.0796971544623375,,,
0,104,0.9734563231468201,0.36771300435066223,0.088567815721035,,,
